Data		Hora       Temp_atual	Temp_med	Temp_min	Temp_max      Umi_atual     Umi_med     Umi_min     Umi_max
03/10/2024	13:56:51    25.96 °C	 36.37 °C	-1.25 °C	 130.00 °C     47.32 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:56:56    25.98 °C	 36.37 °C	-1.25 °C	 130.00 °C     47.32 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:01    25.99 °C	 36.37 °C	-1.25 °C	 130.00 °C     47.29 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:06    25.98 °C	 36.37 °C	-1.25 °C	 130.00 °C     47.25 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:11    25.99 °C	 36.37 °C	-1.25 °C	 130.00 °C     47.23 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:16    25.99 °C	 36.37 °C	-1.25 °C	 130.00 °C     47.27 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:21    25.99 °C	 36.37 °C	-1.25 °C	 130.00 °C     47.33 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:26    25.98 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.25 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:31    26.01 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.24 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:36    26.01 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.30 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:41    25.99 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.29 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:46    25.99 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.24 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:51    26.02 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.22 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:57:56    26.02 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.24 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:01    26.03 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.30 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:06    26.02 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.35 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:11    26.05 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.42 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:16    26.03 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.43 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:21    26.05 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.47 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:26    26.06 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.46 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:31    26.08 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.47 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:36    26.08 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.54 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:42    26.09 °C	 36.36 °C	-1.25 °C	 130.00 °C     47.56 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:47    26.08 °C	 36.35 °C	-1.25 °C	 130.00 °C     47.54 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:52    26.09 °C	 36.35 °C	-1.25 °C	 130.00 °C     47.54 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:58:57    26.08 °C	 36.35 °C	-1.25 °C	 130.00 °C     47.54 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:02    26.09 °C	 36.35 °C	-1.25 °C	 130.00 °C     47.61 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:07    130.00 °C	 36.36 °C	-1.25 °C	 130.00 °C     100.00 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:12    130.00 °C	 36.36 °C	-1.25 °C	 130.00 °C     100.00 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:17    130.00 °C	 36.37 °C	-1.25 °C	 130.00 °C     100.00 RH      57.68 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:22    130.00 °C	 36.38 °C	-1.25 °C	 130.00 °C     100.00 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:27    -1.25 °C	 36.37 °C	-1.25 °C	 130.00 °C     100.00 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:32    42.50 °C	 36.37 °C	-1.25 °C	 130.00 °C     100.00 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:37    -1.25 °C	 36.37 °C	-1.25 °C	 130.00 °C     100.00 RH      57.69 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:42    -1.25 °C	 36.37 °C	-1.25 °C	 130.00 °C     100.00 RH      57.70 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:47    130.00 °C	 36.37 °C	-1.25 °C	 130.00 °C     100.00 RH      57.70 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:52    130.00 °C	 36.38 °C	-1.25 °C	 130.00 °C     100.00 RH      57.70 RH    40.76 RH    100.00 RH   
03/10/2024	13:59:57    130.00 °C	 36.39 °C	-1.25 °C	 130.00 °C     100.00 RH      57.70 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:02    130.00 °C	 36.39 °C	-1.25 °C	 130.00 °C     100.00 RH      57.71 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:07    130.00 °C	 36.40 °C	-1.25 °C	 130.00 °C     100.00 RH      57.71 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:12    130.00 °C	 36.40 °C	-1.25 °C	 130.00 °C     100.00 RH      57.71 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:17    130.00 °C	 36.41 °C	-1.25 °C	 130.00 °C     100.00 RH      57.71 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:22    130.00 °C	 36.41 °C	-1.25 °C	 130.00 °C     100.00 RH      57.72 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:27    130.00 °C	 36.42 °C	-1.25 °C	 130.00 °C     100.00 RH      57.72 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:32    130.00 °C	 36.43 °C	-1.25 °C	 130.00 °C     100.00 RH      57.72 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:37    130.00 °C	 36.43 °C	-1.25 °C	 130.00 °C     100.00 RH      57.72 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:42    130.00 °C	 36.44 °C	-1.25 °C	 130.00 °C     100.00 RH      57.73 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:47    130.00 °C	 36.44 °C	-1.25 °C	 130.00 °C     100.00 RH      57.73 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:52    42.50 °C	 36.44 °C	-1.25 °C	 130.00 °C     100.00 RH      57.73 RH    40.76 RH    100.00 RH   
03/10/2024	14:00:57    42.50 °C	 36.44 °C	-1.25 °C	 130.00 °C     100.00 RH      57.73 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:02    130.00 °C	 36.45 °C	-1.25 °C	 130.00 °C     100.00 RH      57.74 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:07    130.00 °C	 36.45 °C	-1.25 °C	 130.00 °C     100.00 RH      57.74 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:12    130.00 °C	 36.46 °C	-1.25 °C	 130.00 °C     100.00 RH      57.74 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:17    130.00 °C	 36.47 °C	-1.25 °C	 130.00 °C     100.00 RH      57.74 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:22    -1.25 °C	 36.46 °C	-1.25 °C	 130.00 °C     100.00 RH      57.75 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:27    130.00 °C	 36.47 °C	-1.25 °C	 130.00 °C     100.00 RH      57.75 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:32    130.00 °C	 36.48 °C	-1.25 °C	 130.00 °C     100.00 RH      57.75 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:37    130.00 °C	 36.48 °C	-1.25 °C	 130.00 °C     100.00 RH      57.75 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:42    130.00 °C	 36.49 °C	-1.25 °C	 130.00 °C     100.00 RH      57.76 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:47    -1.25 °C	 36.48 °C	-1.25 °C	 130.00 °C     100.00 RH      57.76 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:52    130.00 °C	 36.49 °C	-1.25 °C	 130.00 °C     100.00 RH      57.76 RH    40.76 RH    100.00 RH   
03/10/2024	14:01:57    130.00 °C	 36.50 °C	-1.25 °C	 130.00 °C     100.00 RH      57.76 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:02    42.50 °C	 36.50 °C	-1.25 °C	 130.00 °C     100.00 RH      57.77 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:07    -1.25 °C	 36.49 °C	-1.25 °C	 130.00 °C     100.00 RH      57.77 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:12    130.00 °C	 36.50 °C	-1.25 °C	 130.00 °C     100.00 RH      57.77 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:17    130.00 °C	 36.51 °C	-1.25 °C	 130.00 °C     100.00 RH      57.78 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:22    130.00 °C	 36.51 °C	-1.25 °C	 130.00 °C     100.00 RH      57.78 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:27    130.00 °C	 36.52 °C	-1.25 °C	 130.00 °C     100.00 RH      57.78 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:32    130.00 °C	 36.52 °C	-1.25 °C	 130.00 °C     100.00 RH      57.78 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:37    130.00 °C	 36.53 °C	-1.25 °C	 130.00 °C     100.00 RH      57.79 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:42    130.00 °C	 36.53 °C	-1.25 °C	 130.00 °C     100.00 RH      57.79 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:47    130.00 °C	 36.54 °C	-1.25 °C	 130.00 °C     100.00 RH      57.79 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:52    130.00 °C	 36.54 °C	-1.25 °C	 130.00 °C     100.00 RH      57.79 RH    40.76 RH    100.00 RH   
03/10/2024	14:02:57    130.00 °C	 36.55 °C	-1.25 °C	 130.00 °C     100.00 RH      57.80 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:02    130.00 °C	 36.56 °C	-1.25 °C	 130.00 °C     100.00 RH      57.80 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:07    42.50 °C	 36.56 °C	-1.25 °C	 130.00 °C     100.00 RH      57.80 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:12    130.00 °C	 36.56 °C	-1.25 °C	 130.00 °C     100.00 RH      57.80 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:17    130.00 °C	 36.57 °C	-1.25 °C	 130.00 °C     100.00 RH      57.81 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:22    130.00 °C	 36.57 °C	-1.25 °C	 130.00 °C     100.00 RH      57.81 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:27    130.00 °C	 36.58 °C	-1.25 °C	 130.00 °C     100.00 RH      57.81 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:32    130.00 °C	 36.58 °C	-1.25 °C	 130.00 °C     100.00 RH      57.81 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:37    42.50 °C	 36.58 °C	-1.25 °C	 130.00 °C     100.00 RH      57.82 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:42    130.00 °C	 36.59 °C	-1.25 °C	 130.00 °C     100.00 RH      57.82 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:47    130.00 °C	 36.60 °C	-1.25 °C	 130.00 °C     100.00 RH      57.82 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:52    130.00 °C	 36.60 °C	-1.25 °C	 130.00 °C     100.00 RH      57.82 RH    40.76 RH    100.00 RH   
03/10/2024	14:03:57    130.00 °C	 36.61 °C	-1.25 °C	 130.00 °C     100.00 RH      57.83 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:02    -1.25 °C	 36.61 °C	-1.25 °C	 130.00 °C     100.00 RH      57.83 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:07    130.00 °C	 36.61 °C	-1.25 °C	 130.00 °C     100.00 RH      57.83 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:12    130.00 °C	 36.62 °C	-1.25 °C	 130.00 °C     100.00 RH      57.83 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:17    130.00 °C	 36.62 °C	-1.25 °C	 130.00 °C     100.00 RH      57.84 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:22    130.00 °C	 36.63 °C	-1.25 °C	 130.00 °C     100.00 RH      57.84 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:27    130.00 °C	 36.63 °C	-1.25 °C	 130.00 °C     100.00 RH      57.84 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:32    130.00 °C	 36.64 °C	-1.25 °C	 130.00 °C     100.00 RH      57.84 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:37    130.00 °C	 36.64 °C	-1.25 °C	 130.00 °C     100.00 RH      57.85 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:42    130.00 °C	 36.65 °C	-1.25 °C	 130.00 °C     100.00 RH      57.85 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:47    130.00 °C	 36.66 °C	-1.25 °C	 130.00 °C     100.00 RH      57.85 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:52    130.00 °C	 36.66 °C	-1.25 °C	 130.00 °C     100.00 RH      57.85 RH    40.76 RH    100.00 RH   
03/10/2024	14:04:57    130.00 °C	 36.67 °C	-1.25 °C	 130.00 °C     100.00 RH      57.86 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:02    130.00 °C	 36.67 °C	-1.25 °C	 130.00 °C     100.00 RH      57.86 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:07    130.00 °C	 36.68 °C	-1.25 °C	 130.00 °C     100.00 RH      57.86 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:12    130.00 °C	 36.68 °C	-1.25 °C	 130.00 °C     100.00 RH      57.86 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:17    130.00 °C	 36.69 °C	-1.25 °C	 130.00 °C     100.00 RH      57.87 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:22    130.00 °C	 36.70 °C	-1.25 °C	 130.00 °C     100.00 RH      57.87 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:27    130.00 °C	 36.70 °C	-1.25 °C	 130.00 °C     100.00 RH      57.87 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:32    130.00 °C	 36.71 °C	-1.25 °C	 130.00 °C     100.00 RH      57.87 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:37    42.50 °C	 36.71 °C	-1.25 °C	 130.00 °C     100.00 RH      57.88 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:42    130.00 °C	 36.71 °C	-1.25 °C	 130.00 °C     100.00 RH      57.88 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:47    42.50 °C	 36.71 °C	-1.25 °C	 130.00 °C     100.00 RH      57.88 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:52    130.00 °C	 36.72 °C	-1.25 °C	 130.00 °C     100.00 RH      57.88 RH    40.76 RH    100.00 RH   
03/10/2024	14:05:57    130.00 °C	 36.72 °C	-1.25 °C	 130.00 °C     100.00 RH      57.89 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:02    42.50 °C	 36.72 °C	-1.25 °C	 130.00 °C     100.00 RH      57.89 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:07    130.00 °C	 36.73 °C	-1.25 °C	 130.00 °C     100.00 RH      57.89 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:12    130.00 °C	 36.74 °C	-1.25 °C	 130.00 °C     100.00 RH      57.90 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:17    130.00 °C	 36.74 °C	-1.25 °C	 130.00 °C     100.00 RH      57.90 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:22    42.50 °C	 36.74 °C	-1.25 °C	 130.00 °C     100.00 RH      57.90 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:27    130.00 °C	 36.75 °C	-1.25 °C	 130.00 °C     100.00 RH      57.90 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:32    130.00 °C	 36.75 °C	-1.25 °C	 130.00 °C     100.00 RH      57.91 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:37    -1.25 °C	 36.75 °C	-1.25 °C	 130.00 °C     100.00 RH      57.91 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:42    130.00 °C	 36.76 °C	-1.25 °C	 130.00 °C     100.00 RH      57.91 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:47    130.00 °C	 36.76 °C	-1.25 °C	 130.00 °C     100.00 RH      57.91 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:52    130.00 °C	 36.77 °C	-1.25 °C	 130.00 °C     100.00 RH      57.92 RH    40.76 RH    100.00 RH   
03/10/2024	14:06:57    42.50 °C	 36.77 °C	-1.25 °C	 130.00 °C     100.00 RH      57.92 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:02    130.00 °C	 36.77 °C	-1.25 °C	 130.00 °C     100.00 RH      57.92 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:07    130.00 °C	 36.78 °C	-1.25 °C	 130.00 °C     100.00 RH      57.92 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:12    130.00 °C	 36.79 °C	-1.25 °C	 130.00 °C     100.00 RH      57.93 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:17    130.00 °C	 36.79 °C	-1.25 °C	 130.00 °C     100.00 RH      57.93 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:22    130.00 °C	 36.80 °C	-1.25 °C	 130.00 °C     100.00 RH      57.93 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:27    130.00 °C	 36.80 °C	-1.25 °C	 130.00 °C     100.00 RH      57.93 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:32    130.00 °C	 36.81 °C	-1.25 °C	 130.00 °C     100.00 RH      57.94 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:37    130.00 °C	 36.81 °C	-1.25 °C	 130.00 °C     100.00 RH      57.94 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:42    130.00 °C	 36.82 °C	-1.25 °C	 130.00 °C     100.00 RH      57.94 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:47    130.00 °C	 36.82 °C	-1.25 °C	 130.00 °C     100.00 RH      57.94 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:52    130.00 °C	 36.83 °C	-1.25 °C	 130.00 °C     100.00 RH      57.95 RH    40.76 RH    100.00 RH   
03/10/2024	14:07:57    42.50 °C	 36.83 °C	-1.25 °C	 130.00 °C     100.00 RH      57.95 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:02    130.00 °C	 36.84 °C	-1.25 °C	 130.00 °C     100.00 RH      57.95 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:07    -1.25 °C	 36.83 °C	-1.25 °C	 130.00 °C     100.00 RH      57.95 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:12    130.00 °C	 36.84 °C	-1.25 °C	 130.00 °C     100.00 RH      57.96 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:17    130.00 °C	 36.84 °C	-1.25 °C	 130.00 °C     100.00 RH      57.96 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:22    -1.25 °C	 36.84 °C	-1.25 °C	 130.00 °C     100.00 RH      57.96 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:27    130.00 °C	 36.85 °C	-1.25 °C	 130.00 °C     100.00 RH      57.96 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:32    130.00 °C	 36.85 °C	-1.25 °C	 130.00 °C     100.00 RH      57.97 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:37    130.00 °C	 36.86 °C	-1.25 °C	 130.00 °C     100.00 RH      57.97 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:42    130.00 °C	 36.87 °C	-1.25 °C	 130.00 °C     100.00 RH      57.97 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:47    130.00 °C	 36.87 °C	-1.25 °C	 130.00 °C     100.00 RH      57.97 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:52    130.00 °C	 36.88 °C	-1.25 °C	 130.00 °C     100.00 RH      57.98 RH    40.76 RH    100.00 RH   
03/10/2024	14:08:57    130.00 °C	 36.88 °C	-1.25 °C	 130.00 °C     100.00 RH      57.98 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:02    130.00 °C	 36.89 °C	-1.25 °C	 130.00 °C     100.00 RH      57.98 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:07    130.00 °C	 36.89 °C	-1.25 °C	 130.00 °C     100.00 RH      57.98 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:12    130.00 °C	 36.90 °C	-1.25 °C	 130.00 °C     100.00 RH      57.99 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:17    42.50 °C	 36.90 °C	-1.25 °C	 130.00 °C     100.00 RH      57.99 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:22    130.00 °C	 36.90 °C	-1.25 °C	 130.00 °C     100.00 RH      57.99 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:27    130.00 °C	 36.91 °C	-1.25 °C	 130.00 °C     100.00 RH      57.99 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:32    130.00 °C	 36.92 °C	-1.25 °C	 130.00 °C     100.00 RH      58.00 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:37    130.00 °C	 36.92 °C	-1.25 °C	 130.00 °C     100.00 RH      58.00 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:42    130.00 °C	 36.93 °C	-1.25 °C	 130.00 °C     100.00 RH      58.00 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:47    130.00 °C	 36.93 °C	-1.25 °C	 130.00 °C     100.00 RH      58.00 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:52    -1.25 °C	 36.93 °C	-1.25 °C	 130.00 °C     100.00 RH      58.01 RH    40.76 RH    100.00 RH   
03/10/2024	14:09:57    130.00 °C	 36.94 °C	-1.25 °C	 130.00 °C     100.00 RH      58.01 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:02    130.00 °C	 36.94 °C	-1.25 °C	 130.00 °C     100.00 RH      58.01 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:07    130.00 °C	 36.95 °C	-1.25 °C	 130.00 °C     100.00 RH      58.01 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:12    130.00 °C	 36.95 °C	-1.25 °C	 130.00 °C     100.00 RH      58.02 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:17    42.50 °C	 36.95 °C	-1.25 °C	 130.00 °C     100.00 RH      58.02 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:22    130.00 °C	 36.96 °C	-1.25 °C	 130.00 °C     100.00 RH      58.02 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:27    130.00 °C	 36.96 °C	-1.25 °C	 130.00 °C     100.00 RH      58.02 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:32    130.00 °C	 36.97 °C	-1.25 °C	 130.00 °C     100.00 RH      58.03 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:37    130.00 °C	 36.98 °C	-1.25 °C	 130.00 °C     100.00 RH      58.03 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:42    130.00 °C	 36.98 °C	-1.25 °C	 130.00 °C     100.00 RH      58.03 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:47    130.00 °C	 36.99 °C	-1.25 °C	 130.00 °C     100.00 RH      58.03 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:52    130.00 °C	 36.99 °C	-1.25 °C	 130.00 °C     100.00 RH      58.04 RH    40.76 RH    100.00 RH   
03/10/2024	14:10:57    130.00 °C	 37.00 °C	-1.25 °C	 130.00 °C     100.00 RH      58.04 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:02    42.50 °C	 37.00 °C	-1.25 °C	 130.00 °C     100.00 RH      58.04 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:07    130.00 °C	 37.00 °C	-1.25 °C	 130.00 °C     100.00 RH      58.04 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:12    130.00 °C	 37.01 °C	-1.25 °C	 130.00 °C     100.00 RH      58.05 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:17    130.00 °C	 37.02 °C	-1.25 °C	 130.00 °C     100.00 RH      58.05 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:22    130.00 °C	 37.02 °C	-1.25 °C	 130.00 °C     100.00 RH      58.05 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:27    130.00 °C	 37.03 °C	-1.25 °C	 130.00 °C     100.00 RH      58.05 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:32    -1.25 °C	 37.02 °C	-1.25 °C	 130.00 °C     100.00 RH      58.06 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:38    42.50 °C	 37.02 °C	-1.25 °C	 130.00 °C     100.00 RH      58.06 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:43    130.00 °C	 37.03 °C	-1.25 °C	 130.00 °C     100.00 RH      58.06 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:48    42.50 °C	 37.03 °C	-1.25 °C	 130.00 °C     100.00 RH      58.06 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:53    130.00 °C	 37.04 °C	-1.25 °C	 130.00 °C     100.00 RH      58.07 RH    40.76 RH    100.00 RH   
03/10/2024	14:11:58    130.00 °C	 37.04 °C	-1.25 °C	 130.00 °C     100.00 RH      58.07 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:03    130.00 °C	 37.05 °C	-1.25 °C	 130.00 °C     100.00 RH      58.07 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:08    130.00 °C	 37.05 °C	-1.25 °C	 130.00 °C     100.00 RH      58.07 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:13    130.00 °C	 37.06 °C	-1.25 °C	 130.00 °C     100.00 RH      58.08 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:18    -1.25 °C	 37.06 °C	-1.25 °C	 130.00 °C     100.00 RH      58.08 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:23    130.00 °C	 37.06 °C	-1.25 °C	 130.00 °C     100.00 RH      58.08 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:28    -1.25 °C	 37.06 °C	-1.25 °C	 130.00 °C     100.00 RH      58.08 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:33    130.00 °C	 37.06 °C	-1.25 °C	 130.00 °C     100.00 RH      58.09 RH    40.76 RH    100.00 RH   
03/10/2024	14:12:38    130.00 °C	 37.07 °C	-1.25 °C	 130.00 °C     100.00 RH      58.09 RH    40.76 RH    100.00 RH   
